clienteid,idade,renda_anual,email,Cluster
783,51,79570.0,cliente783@exemplo.com,0
785,52,87809.0,cliente785@exemplo.com,0
788,65,62076.0,cliente788@exemplo.com,0
791,66,96442.0,cliente791@exemplo.com,0
792,57,78265.0,cliente792@exemplo.com,0
795,68,83830.0,cliente795@exemplo.com,0
797,54,86763.0,cliente797@exemplo.com,0
798,60,89864.0,cliente798@exemplo.com,0
800,51,75180.0,cliente800@exemplo.com,0
802,60,73071.0,cliente802@exemplo.com,0
804,55,90857.0,cliente804@exemplo.com,0
805,79,67593.0,cliente805@exemplo.com,0
811,68,80256.0,cliente811@exemplo.com,0
814,70,72853.0,cliente814@exemplo.com,0
817,79,78867.0,cliente817@exemplo.com,0
818,70,75069.0,cliente818@exemplo.com,0
819,61,89355.0,cliente819@exemplo.com,0
822,77,94386.0,cliente822@exemplo.com,0
824,56,93671.0,cliente824@exemplo.com,0
825,62,68823.0,cliente825@exemplo.com,0
828,74,63264.0,cliente828@exemplo.com,0
829,59,69246.0,cliente829@exemplo.com,0
830,71,74235.0,cliente830@exemplo.com,0
831,61,70865.0,cliente831@exemplo.com,0
832,51,85888.0,cliente832@exemplo.com,0
836,55,66196.0,cliente836@exemplo.com,0
838,66,67435.0,cliente838@exemplo.com,0
840,71,81509.0,cliente840@exemplo.com,0
842,55,75929.0,cliente842@exemplo.com,0
843,66,65707.0,cliente843@exemplo.com,0
844,61,75713.0,cliente844@exemplo.com,0
845,69,89834.0,cliente845@exemplo.com,0
847,70,62771.0,cliente847@exemplo.com,0
848,57,83674.0,cliente848@exemplo.com,0
851,69,61353.0,cliente851@exemplo.com,0
852,50,81968.0,cliente852@exemplo.com,0
854,62,71702.0,cliente854@exemplo.com,0
857,68,79928.0,cliente857@exemplo.com,0
858,56,73870.0,cliente858@exemplo.com,0
860,61,90972.0,cliente860@exemplo.com,0
864,58,84077.0,cliente864@exemplo.com,0
866,54,96442.0,cliente866@exemplo.com,0
867,65,90453.0,cliente867@exemplo.com,0
871,67,94693.0,cliente871@exemplo.com,0
872,68,91858.0,cliente872@exemplo.com,0
873,59,95993.0,cliente873@exemplo.com,0
882,73,89659.0,cliente882@exemplo.com,0
883,71,88504.0,cliente883@exemplo.com,0
884,68,87600.0,cliente884@exemplo.com,0
887,73,75646.0,cliente887@exemplo.com,0
888,74,93545.0,cliente888@exemplo.com,0
890,70,80506.0,cliente890@exemplo.com,0
891,66,62294.0,cliente891@exemplo.com,0
895,68,85404.0,cliente895@exemplo.com,0
897,70,89505.0,cliente897@exemplo.com,0
899,60,88457.0,cliente899@exemplo.com,0
900,78,74753.0,cliente900@exemplo.com,0
901,62,86306.0,cliente901@exemplo.com,0
902,58,91842.0,cliente902@exemplo.com,0
904,73,65219.0,cliente904@exemplo.com,0
905,75,89799.0,cliente905@exemplo.com,0
906,54,74832.0,cliente906@exemplo.com,0
908,68,74171.0,cliente908@exemplo.com,0
909,68,85206.0,cliente909@exemplo.com,0
910,76,91245.0,cliente910@exemplo.com,0
911,76,61230.0,cliente911@exemplo.com,0
913,75,88601.0,cliente913@exemplo.com,0
914,67,61632.0,cliente914@exemplo.com,0
915,52,99565.0,cliente915@exemplo.com,0
916,72,83060.0,cliente916@exemplo.com,0
918,56,87175.0,cliente918@exemplo.com,0
919,59,77483.0,cliente919@exemplo.com,0
921,58,71898.0,cliente921@exemplo.com,0
924,59,96195.0,cliente924@exemplo.com,0
925,62,74861.0,cliente925@exemplo.com,0
927,72,88265.0,cliente927@exemplo.com,0
929,53,79080.0,cliente929@exemplo.com,0
930,61,72728.0,cliente930@exemplo.com,0
933,55,95103.0,cliente933@exemplo.com,0
935,74,94388.0,cliente935@exemplo.com,0
938,51,75775.0,cliente938@exemplo.com,0
939,72,97048.0,cliente939@exemplo.com,0
944,77,64179.0,cliente944@exemplo.com,0
945,51,85893.0,cliente945@exemplo.com,0
947,69,68948.0,cliente947@exemplo.com,0
949,58,76946.0,cliente949@exemplo.com,0
952,76,66927.0,cliente952@exemplo.com,0
954,50,99080.0,cliente954@exemplo.com,0
962,69,84717.0,cliente962@exemplo.com,0
963,62,99774.0,cliente963@exemplo.com,0
964,53,89138.0,cliente964@exemplo.com,0
965,71,70345.0,cliente965@exemplo.com,0
966,75,67299.0,cliente966@exemplo.com,0
967,71,78501.0,cliente967@exemplo.com,0
969,64,76289.0,cliente969@exemplo.com,0
970,72,78494.0,cliente970@exemplo.com,0
972,74,87430.0,cliente972@exemplo.com,0
973,68,68617.0,cliente973@exemplo.com,0
974,64,89031.0,cliente974@exemplo.com,0
975,80,82980.0,cliente975@exemplo.com,0
976,71,67835.0,cliente976@exemplo.com,0
981,61,91909.0,cliente981@exemplo.com,0
985,59,69878.0,cliente985@exemplo.com,0
986,61,67965.0,cliente986@exemplo.com,0
988,67,71450.0,cliente988@exemplo.com,0
990,63,84249.0,cliente990@exemplo.com,0
991,77,66889.0,cliente991@exemplo.com,0
993,53,93076.0,cliente993@exemplo.com,0
995,70,93847.0,cliente995@exemplo.com,0
997,72,70893.0,cliente997@exemplo.com,0
998,67,90483.0,cliente998@exemplo.com,0
1000,64,80938.0,cliente1000@exemplo.com,0
