clienteid,idade,renda_anual,email,Cluster
129,43,55468.0,cliente129@exemplo.com,2
133,43,63682.0,cliente133@exemplo.com,2
140,41,61058.0,cliente140@exemplo.com,2
141,48,44806.0,cliente141@exemplo.com,2
143,49,40201.0,cliente143@exemplo.com,2
150,46,44475.0,cliente150@exemplo.com,2
152,37,58055.0,cliente152@exemplo.com,2
153,33,52715.0,cliente153@exemplo.com,2
156,52,64614.0,cliente156@exemplo.com,2
157,50,62335.0,cliente157@exemplo.com,2
159,45,57841.0,cliente159@exemplo.com,2
161,38,60343.0,cliente161@exemplo.com,2
163,32,64824.0,cliente163@exemplo.com,2
165,40,49331.0,cliente165@exemplo.com,2
168,36,48231.0,cliente168@exemplo.com,2
170,42,44562.0,cliente170@exemplo.com,2
175,47,53045.0,cliente175@exemplo.com,2
179,39,47232.0,cliente179@exemplo.com,2
189,49,52931.0,cliente189@exemplo.com,2
192,55,62312.0,cliente192@exemplo.com,2
193,37,59766.0,cliente193@exemplo.com,2
200,34,47815.0,cliente200@exemplo.com,2
201,43,57284.0,cliente201@exemplo.com,2
207,31,46599.0,cliente207@exemplo.com,2
208,49,66945.0,cliente208@exemplo.com,2
219,36,64022.0,cliente219@exemplo.com,2
221,44,49950.0,cliente221@exemplo.com,2
223,42,69274.0,cliente223@exemplo.com,2
224,49,50473.0,cliente224@exemplo.com,2
225,44,62303.0,cliente225@exemplo.com,2
232,35,58239.0,cliente232@exemplo.com,2
235,31,51086.0,cliente235@exemplo.com,2
236,46,61406.0,cliente236@exemplo.com,2
237,35,43874.0,cliente237@exemplo.com,2
240,33,59072.0,cliente240@exemplo.com,2
241,31,47429.0,cliente241@exemplo.com,2
254,33,45103.0,cliente254@exemplo.com,2
256,39,58289.0,cliente256@exemplo.com,2
258,41,40386.0,cliente258@exemplo.com,2
259,39,51840.0,cliente259@exemplo.com,2
264,40,43598.0,cliente264@exemplo.com,2
265,34,62522.0,cliente265@exemplo.com,2
267,39,68933.0,cliente267@exemplo.com,2
269,33,48990.0,cliente269@exemplo.com,2
272,34,44319.0,cliente272@exemplo.com,2
273,35,69959.0,cliente273@exemplo.com,2
274,32,58863.0,cliente274@exemplo.com,2
276,40,61227.0,cliente276@exemplo.com,2
280,32,54278.0,cliente280@exemplo.com,2
289,49,67030.0,cliente289@exemplo.com,2
290,44,42928.0,cliente290@exemplo.com,2
292,49,54960.0,cliente292@exemplo.com,2
293,42,68350.0,cliente293@exemplo.com,2
296,34,60958.0,cliente296@exemplo.com,2
297,48,40239.0,cliente297@exemplo.com,2
298,55,65066.0,cliente298@exemplo.com,2
299,33,51752.0,cliente299@exemplo.com,2
303,42,52869.0,cliente303@exemplo.com,2
305,31,57883.0,cliente305@exemplo.com,2
306,40,49550.0,cliente306@exemplo.com,2
308,40,45720.0,cliente308@exemplo.com,2
309,51,64989.0,cliente309@exemplo.com,2
310,37,42035.0,cliente310@exemplo.com,2
313,44,52960.0,cliente313@exemplo.com,2
317,39,50766.0,cliente317@exemplo.com,2
320,42,50212.0,cliente320@exemplo.com,2
322,41,51790.0,cliente322@exemplo.com,2
325,37,56722.0,cliente325@exemplo.com,2
326,50,69945.0,cliente326@exemplo.com,2
330,38,59110.0,cliente330@exemplo.com,2
334,41,40663.0,cliente334@exemplo.com,2
336,34,58287.0,cliente336@exemplo.com,2
339,33,55825.0,cliente339@exemplo.com,2
343,48,49662.0,cliente343@exemplo.com,2
346,32,63976.0,cliente346@exemplo.com,2
358,37,40385.0,cliente358@exemplo.com,2
359,34,49415.0,cliente359@exemplo.com,2
362,37,42996.0,cliente362@exemplo.com,2
365,33,44005.0,cliente365@exemplo.com,2
370,44,59325.0,cliente370@exemplo.com,2
374,49,69277.0,cliente374@exemplo.com,2
376,49,48691.0,cliente376@exemplo.com,2
379,50,60063.0,cliente379@exemplo.com,2
380,43,58028.0,cliente380@exemplo.com,2
381,47,45063.0,cliente381@exemplo.com,2
386,32,51708.0,cliente386@exemplo.com,2
387,47,42570.0,cliente387@exemplo.com,2
388,44,41484.0,cliente388@exemplo.com,2
389,49,59313.0,cliente389@exemplo.com,2
395,32,53385.0,cliente395@exemplo.com,2
398,47,45537.0,cliente398@exemplo.com,2
401,43,62863.0,cliente401@exemplo.com,2
403,47,54891.0,cliente403@exemplo.com,2
413,40,56199.0,cliente413@exemplo.com,2
420,40,62226.0,cliente420@exemplo.com,2
421,43,57825.0,cliente421@exemplo.com,2
423,46,48713.0,cliente423@exemplo.com,2
425,47,42374.0,cliente425@exemplo.com,2
426,34,49344.0,cliente426@exemplo.com,2
433,38,61790.0,cliente433@exemplo.com,2
435,44,53839.0,cliente435@exemplo.com,2
437,34,65144.0,cliente437@exemplo.com,2
438,47,61946.0,cliente438@exemplo.com,2
439,51,60258.0,cliente439@exemplo.com,2
446,46,62995.0,cliente446@exemplo.com,2
448,30,62152.0,cliente448@exemplo.com,2
453,43,60160.0,cliente453@exemplo.com,2
455,34,69856.0,cliente455@exemplo.com,2
457,42,42497.0,cliente457@exemplo.com,2
460,43,61694.0,cliente460@exemplo.com,2
462,38,42122.0,cliente462@exemplo.com,2
467,53,60686.0,cliente467@exemplo.com,2
477,56,61098.0,cliente477@exemplo.com,2
478,49,48926.0,cliente478@exemplo.com,2
480,35,44503.0,cliente480@exemplo.com,2
483,50,68739.0,cliente483@exemplo.com,2
484,48,49697.0,cliente484@exemplo.com,2
487,31,47051.0,cliente487@exemplo.com,2
492,41,42493.0,cliente492@exemplo.com,2
493,46,58356.0,cliente493@exemplo.com,2
494,37,44329.0,cliente494@exemplo.com,2
499,38,66974.0,cliente499@exemplo.com,2
500,35,43523.0,cliente500@exemplo.com,2
501,33,43139.0,cliente501@exemplo.com,2
504,41,49053.0,cliente504@exemplo.com,2
506,49,43096.0,cliente506@exemplo.com,2
509,40,46126.0,cliente509@exemplo.com,2
512,32,59820.0,cliente512@exemplo.com,2
513,36,68623.0,cliente513@exemplo.com,2
515,46,60038.0,cliente515@exemplo.com,2
516,36,66975.0,cliente516@exemplo.com,2
520,31,54871.0,cliente520@exemplo.com,2
521,41,43538.0,cliente521@exemplo.com,2
522,37,59789.0,cliente522@exemplo.com,2
526,39,50652.0,cliente526@exemplo.com,2
528,57,62154.0,cliente528@exemplo.com,2
530,47,58506.0,cliente530@exemplo.com,2
532,47,40807.0,cliente532@exemplo.com,2
533,50,71041.0,cliente533@exemplo.com,2
538,40,48102.0,cliente538@exemplo.com,2
545,30,63306.0,cliente545@exemplo.com,2
549,44,64198.0,cliente549@exemplo.com,2
553,31,53012.0,cliente553@exemplo.com,2
555,43,46234.0,cliente555@exemplo.com,2
557,41,45700.0,cliente557@exemplo.com,2
569,41,50296.0,cliente569@exemplo.com,2
574,45,40475.0,cliente574@exemplo.com,2
575,36,58644.0,cliente575@exemplo.com,2
576,41,46165.0,cliente576@exemplo.com,2
580,50,71520.0,cliente580@exemplo.com,2
582,36,47240.0,cliente582@exemplo.com,2
586,33,52694.0,cliente586@exemplo.com,2
587,38,66477.0,cliente587@exemplo.com,2
589,41,50814.0,cliente589@exemplo.com,2
594,38,58559.0,cliente594@exemplo.com,2
595,45,45143.0,cliente595@exemplo.com,2
599,47,67994.0,cliente599@exemplo.com,2
601,37,54939.0,cliente601@exemplo.com,2
602,30,59609.0,cliente602@exemplo.com,2
606,31,52313.0,cliente606@exemplo.com,2
608,49,67306.0,cliente608@exemplo.com,2
611,44,67660.0,cliente611@exemplo.com,2
614,46,57154.0,cliente614@exemplo.com,2
617,42,46926.0,cliente617@exemplo.com,2
620,39,52430.0,cliente620@exemplo.com,2
624,48,47209.0,cliente624@exemplo.com,2
628,46,60690.0,cliente628@exemplo.com,2
629,30,69239.0,cliente629@exemplo.com,2
630,35,55535.0,cliente630@exemplo.com,2
635,46,58855.0,cliente635@exemplo.com,2
636,46,51081.0,cliente636@exemplo.com,2
639,36,60247.0,cliente639@exemplo.com,2
640,33,54102.0,cliente640@exemplo.com,2
647,37,42568.0,cliente647@exemplo.com,2
650,37,54788.0,cliente650@exemplo.com,2
651,35,58879.0,cliente651@exemplo.com,2
652,46,62187.0,cliente652@exemplo.com,2
653,30,55802.0,cliente653@exemplo.com,2
658,36,60670.0,cliente658@exemplo.com,2
659,48,50061.0,cliente659@exemplo.com,2
661,38,47363.0,cliente661@exemplo.com,2
667,46,58427.0,cliente667@exemplo.com,2
669,36,60751.0,cliente669@exemplo.com,2
670,34,49237.0,cliente670@exemplo.com,2
672,41,48645.0,cliente672@exemplo.com,2
674,37,48093.0,cliente674@exemplo.com,2
676,47,47017.0,cliente676@exemplo.com,2
677,32,57859.0,cliente677@exemplo.com,2
680,43,41013.0,cliente680@exemplo.com,2
683,32,48285.0,cliente683@exemplo.com,2
692,39,65873.0,cliente692@exemplo.com,2
695,40,42966.0,cliente695@exemplo.com,2
699,43,49112.0,cliente699@exemplo.com,2
701,45,50001.0,cliente701@exemplo.com,2
702,43,55600.0,cliente702@exemplo.com,2
705,32,55997.0,cliente705@exemplo.com,2
706,52,60728.0,cliente706@exemplo.com,2
708,43,67371.0,cliente708@exemplo.com,2
713,37,59520.0,cliente713@exemplo.com,2
714,44,68859.0,cliente714@exemplo.com,2
722,49,69693.0,cliente722@exemplo.com,2
726,48,61988.0,cliente726@exemplo.com,2
736,36,62533.0,cliente736@exemplo.com,2
737,35,62932.0,cliente737@exemplo.com,2
738,56,61784.0,cliente738@exemplo.com,2
739,42,60962.0,cliente739@exemplo.com,2
745,30,63596.0,cliente745@exemplo.com,2
750,43,49803.0,cliente750@exemplo.com,2
752,31,62345.0,cliente752@exemplo.com,2
753,48,40800.0,cliente753@exemplo.com,2
762,35,68889.0,cliente762@exemplo.com,2
765,48,66089.0,cliente765@exemplo.com,2
766,44,69855.0,cliente766@exemplo.com,2
768,49,64164.0,cliente768@exemplo.com,2
770,41,57524.0,cliente770@exemplo.com,2
771,38,43864.0,cliente771@exemplo.com,2
773,38,50598.0,cliente773@exemplo.com,2
775,49,43179.0,cliente775@exemplo.com,2
777,36,55517.0,cliente777@exemplo.com,2
780,37,53023.0,cliente780@exemplo.com,2
786,43,60414.0,cliente786@exemplo.com,2
787,30,46707.0,cliente787@exemplo.com,2
789,31,45921.0,cliente789@exemplo.com,2
793,32,62378.0,cliente793@exemplo.com,2
794,41,64076.0,cliente794@exemplo.com,2
796,46,67575.0,cliente796@exemplo.com,2
799,56,62700.0,cliente799@exemplo.com,2
801,42,64596.0,cliente801@exemplo.com,2
808,44,58392.0,cliente808@exemplo.com,2
809,36,63730.0,cliente809@exemplo.com,2
810,44,45566.0,cliente810@exemplo.com,2
816,30,63137.0,cliente816@exemplo.com,2
820,37,45599.0,cliente820@exemplo.com,2
821,46,48476.0,cliente821@exemplo.com,2
823,41,45981.0,cliente823@exemplo.com,2
827,52,60023.0,cliente827@exemplo.com,2
833,37,43978.0,cliente833@exemplo.com,2
834,46,60684.0,cliente834@exemplo.com,2
835,41,61385.0,cliente835@exemplo.com,2
837,40,44909.0,cliente837@exemplo.com,2
839,35,53495.0,cliente839@exemplo.com,2
846,37,58722.0,cliente846@exemplo.com,2
849,40,67156.0,cliente849@exemplo.com,2
850,40,61364.0,cliente850@exemplo.com,2
853,49,49972.0,cliente853@exemplo.com,2
855,35,56306.0,cliente855@exemplo.com,2
856,45,57994.0,cliente856@exemplo.com,2
862,36,67254.0,cliente862@exemplo.com,2
863,49,62918.0,cliente863@exemplo.com,2
868,31,68698.0,cliente868@exemplo.com,2
870,44,43224.0,cliente870@exemplo.com,2
875,30,46673.0,cliente875@exemplo.com,2
876,36,53715.0,cliente876@exemplo.com,2
877,47,55065.0,cliente877@exemplo.com,2
879,45,44569.0,cliente879@exemplo.com,2
886,58,60694.0,cliente886@exemplo.com,2
889,56,62274.0,cliente889@exemplo.com,2
892,42,59451.0,cliente892@exemplo.com,2
896,38,59312.0,cliente896@exemplo.com,2
917,50,62315.0,cliente917@exemplo.com,2
920,37,41097.0,cliente920@exemplo.com,2
922,31,68763.0,cliente922@exemplo.com,2
923,37,49062.0,cliente923@exemplo.com,2
926,35,43133.0,cliente926@exemplo.com,2
931,35,52664.0,cliente931@exemplo.com,2
934,47,69235.0,cliente934@exemplo.com,2
936,30,52940.0,cliente936@exemplo.com,2
941,48,53015.0,cliente941@exemplo.com,2
942,32,49190.0,cliente942@exemplo.com,2
948,43,48053.0,cliente948@exemplo.com,2
951,55,61699.0,cliente951@exemplo.com,2
953,45,51599.0,cliente953@exemplo.com,2
959,36,61400.0,cliente959@exemplo.com,2
961,41,66683.0,cliente961@exemplo.com,2
968,40,64344.0,cliente968@exemplo.com,2
979,38,50752.0,cliente979@exemplo.com,2
980,36,49467.0,cliente980@exemplo.com,2
983,48,68258.0,cliente983@exemplo.com,2
987,30,50502.0,cliente987@exemplo.com,2
989,47,61078.0,cliente989@exemplo.com,2
992,38,51332.0,cliente992@exemplo.com,2
